name,address_location_name,address_line1,address_line2,address_line3,address_city,address_state,address_zip,county,directions,voter_services,start_date,end_date,start_time,end_time,days_times_open,id,COMMENTS
"""Anthony Elementary School""",Newcomb Fire Station,NM # 56.5 U.S. Highway 497,,,Newcomb,NM,87455,San Juan,,Early Voting,10/31/16,11/4/16,11:00:00-07:00,19:00:00-7:00,"October 22 - November 5 Mon - Fri 11 AM - 7 PM, Sat 10 AM - 6 PM",,
"""Anthony Elementary School""",Newcomb Fire Station,NM # 56.5 U.S. Highway 498,,,Newcomb,NM,87455,San Juan,,Early Voting,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Mon - Fri 11 AM - 7 PM, Sat 10 AM - 6 PM",,
"""Dona Ana County Government Center""",Santa Fe County Clerk's Office,105 Grant Ave,,,Santa Fe,NM,87504,Santa Fe,,Absentee,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Mon - Fri 8 AM - 5 PM; November 1 Sat 10 AM - 6 PM,,
"""Dona Ana County Government Center""",Santa Fe County Clerk's Office,106 Grant Ave,,,Santa Fe,NM,87504,Santa Fe,,Absentee,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,October 22 - November 5 Mon - Fri 8 AM - 5 PM; November 1 Sat 10 AM - 6 PM,,
"""Dona Ana County Government Center""",Santa Fe County Clerk's Office,107 Grant Ave,,,Santa Fe,NM,87504,Santa Fe,,Absentee,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Mon - Fri 8 AM - 5 PM; November 1 Sat 10 AM - 6 PM,,
"""Dona Ana County Government Center""",Santa Fe County Clerk's Office,108 Grant Ave,,,Santa Fe,NM,87504,Santa Fe,,Absentee,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,October 22 - November 5 Mon - Fri 8 AM - 5 PM; November 1 Sat 10 AM - 6 PM,,
"""Dona Ana County Government Center""",Santa Fe County Clerk's Office,109 Grant Ave,,,Santa Fe,NM,87504,Santa Fe,,Absentee,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Mon - Fri 8 AM - 5 PM; November 1 Sat 10 AM - 6 PM,,
"""Bloomfield Cultural Center""",Christian Life Church,121 Siringo Rd.,,,Santa Fe,NM,87505,Santa Fe,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Bloomfield Cultural Center""",Christian Life Church,122 Siringo Rd.,,,Santa Fe,NM,87505,Santa Fe,,Early Voting,10/25/16,10/28/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Bloomfield Cultural Center""",Christian Life Church,123 Siringo Rd.,,,Santa Fe,NM,87505,Santa Fe,,Early Voting,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Bloomfield Cultural Center""",Christian Life Church,124 Siringo Rd.,,,Santa Fe,NM,87505,Santa Fe,,Early Voting,11/1/16,11/4/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Bloomfield Cultural Center""",Christian Life Church,125 Siringo Rd.,,,Santa Fe,NM,87505,Santa Fe,,Early Voting,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Memorial Building""",Pojoaque County Satellite Office,"5 W. Gutierrez Ste. 9, Pojoaque Pueblo Plaza",,,Pojoaque,NM,87506,Santa Fe,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Memorial Building""",Pojoaque County Satellite Office,"6 W. Gutierrez Ste. 9, Pojoaque Pueblo Plaza",,,Pojoaque,NM,87506,Santa Fe,,Early Voting,10/25/16,10/28/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Memorial Building""",Pojoaque County Satellite Office,"7 W. Gutierrez Ste. 9, Pojoaque Pueblo Plaza",,,Pojoaque,NM,87506,Santa Fe,,Early Voting,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Memorial Building""",Pojoaque County Satellite Office,"8 W. Gutierrez Ste. 9, Pojoaque Pueblo Plaza",,,Pojoaque,NM,87506,Santa Fe,,Early Voting,11/1/16,11/4/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Memorial Building""",Pojoaque County Satellite Office,"9 W. Gutierrez Ste. 9, Pojoaque Pueblo Plaza",,,Pojoaque,NM,87506,Santa Fe,,Early Voting,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""San Juan County Clerk's Office""",Santa Fe County Fair Building,3229 Rodeo Rd,,,Santa Fe,NM,87507,Santa Fe,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""San Juan County Clerk's Office""",Santa Fe County Fair Building,3230 Rodeo Rd,,,Santa Fe,NM,87507,Santa Fe,,Early Voting,10/25/16,10/28/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""San Juan County Clerk's Office""",Santa Fe County Fair Building,3231 Rodeo Rd,,,Santa Fe,NM,87507,Santa Fe,,Early Voting,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""San Juan County Clerk's Office""",Santa Fe County Fair Building,3232 Rodeo Rd,,,Santa Fe,NM,87507,Santa Fe,,Early Voting,11/1/16,11/4/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""San Juan County Clerk's Office""",Santa Fe County Fair Building,3233 Rodeo Rd,,,Santa Fe,NM,87507,Santa Fe,,Early Voting,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Roosevelt County Clerk""",Eldorado Senior Center,16 Avenida Torreon,,,Eldorado,NM,87508,Santa Fe,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Roosevelt County Clerk""",Eldorado Senior Center,17 Avenida Torreon,,,Eldorado,NM,87508,Santa Fe,,Early Voting,10/25/16,10/28/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Roosevelt County Clerk""",Eldorado Senior Center,18 Avenida Torreon,,,Eldorado,NM,87508,Santa Fe,,Early Voting,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Roosevelt County Clerk""",Eldorado Senior Center,19 Avenida Torreon,,,Eldorado,NM,87508,Santa Fe,,Early Voting,11/1/16,11/4/16,12:00:00-07:00,20:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Roosevelt County Clerk""",Eldorado Senior Center,20 Avenida Torreon,,,Eldorado,NM,87508,Santa Fe,,Early Voting,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 22 - November 5 Tue - Fri 12 PM - 8 PM, Sat 10 AM - 6 PM",,
"""Magdalena Senior Center""",Jicarilla Apache Nation Tribal Bldg.,25 Hawk Dr,,,Dulce,NM,87528,Rio Arriba,,Early Voting,10/25/16,10/27/16,10:00:00-07:00,18:00:00-7:00,October 25 - October 27 Tue - Thu 10 AM - 6 PM,,
"""San Miguel Senior Citizens Center""",Health Commons,2010 Industrial Park Rd.,,,Espanola,NM,87532,Rio Arriba,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""San Miguel Senior Citizens Center""",Health Commons,2011 Industrial Park Rd.,,,Espanola,NM,87532,Rio Arriba,,Early Voting,10/25/16,10/29/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""San Miguel Senior Citizens Center""",Health Commons,2012 Industrial Park Rd.,,,Espanola,NM,87532,Rio Arriba,,Early Voting,11/1/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Taos County Courthouse - Clerk's Office""",Santa Clara Senior Center,636 One Kee St,,,Espanola,NM,87532,Rio Arriba,,Early Voting,10/27/16,10/28/16,10:00:00-07:00,15:00:00-7:00,"October 27 - October 29 Thu - Fri 10 AM - 3 PM, Sat 8 AM - 3 PM",,
"""Taos County Courthouse - Clerk's Office""",Santa Clara Senior Center,637 One Kee St,,,Espanola,NM,87532,Rio Arriba,,Early Voting,10/29/16,10/29/16,08:00:00-07:00,15:00:00-7:00,"October 27 - October 29 Thu - Fri 10 AM - 3 PM, Sat 8 AM - 3 PM",,
"""Union County Clerk's Office""",Los Alamos County Clerk's Office,1000 Central Ave.,,,Los Alamos,NM,87544,Los Alamos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 4 Mon - Sat 8 AM - 6 PM; November 5 Sat 10 AM - 6 PM,,
"""Union County Clerk's Office""",Los Alamos County Clerk's Office,1001 Central Ave.,,,Los Alamos,NM,87544,Los Alamos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 4 Mon - Sat 8 AM - 6 PM; November 5 Sat 10 AM - 6 PM,,
"""Union County Clerk's Office""",Los Alamos County Clerk's Office,1002 Central Ave.,,,Los Alamos,NM,87544,Los Alamos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/22/16,10/22/16,08:00:00-07:00,18:00:00-7:00,October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 4 Mon - Sat 8 AM - 6 PM; November 5 Sat 10 AM - 6 PM,,
"""Union County Clerk's Office""",Los Alamos County Clerk's Office,1003 Central Ave.,,,Los Alamos,NM,87544,Los Alamos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/24/16,10/29/16,08:00:00-07:00,18:00:00-7:00,October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 4 Mon - Sat 8 AM - 6 PM; November 5 Sat 10 AM - 6 PM,,
"""Union County Clerk's Office""",Los Alamos County Clerk's Office,1004 Central Ave.,,,Los Alamos,NM,87544,Los Alamos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/31/16,11/4/16,08:00:00-07:00,18:00:00-7:00,October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 4 Mon - Sat 8 AM - 6 PM; November 5 Sat 10 AM - 6 PM,,
"""Union County Clerk's Office""",Los Alamos County Clerk's Office,1005 Central Ave.,,,Los Alamos,NM,87544,Los Alamos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 4 Mon - Sat 8 AM - 6 PM; November 5 Sat 10 AM - 6 PM,,
"""Curry County Clerk's Office""",White Rock Branch Library,10 Sherwood Blvd.,,,White Rock,NM,87544,Los Alamos,,Early Voting,10/22/16,10/22/16,06:00:00-07:00,18:00:00-7:00,October 22 - November 4 Mon - Sat 6 AM - 6 PM; November 5 Sat 10 AM - 6 PM,,
"""Curry County Clerk's Office""",White Rock Branch Library,11 Sherwood Blvd.,,,White Rock,NM,87544,Los Alamos,,Early Voting,10/24/16,10/29/16,06:00:00-07:00,18:00:00-7:00,October 22 - November 4 Mon - Sat 6 AM - 6 PM; November 5 Sat 10 AM - 6 PM,,
"""Curry County Clerk's Office""",White Rock Branch Library,12 Sherwood Blvd.,,,White Rock,NM,87544,Los Alamos,,Early Voting,10/31/16,11/4/16,06:00:00-07:00,18:00:00-7:00,October 22 - November 4 Mon - Sat 6 AM - 6 PM; November 5 Sat 10 AM - 6 PM,,
"""Curry County Clerk's Office""",White Rock Branch Library,13 Sherwood Blvd.,,,White Rock,NM,87544,Los Alamos,,Early Voting,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 4 Mon - Sat 6 AM - 6 PM; November 5 Sat 10 AM - 6 PM,,
"""Cloudcroft Council Chambers""",Penasco Community Center,14136 State Road 75,,,Penasco,NM,87553,Taos,,Early Voting,10/25/16,10/28/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Fri 10 AM - 6 PM,,
"""Cloudcroft Council Chambers""",Penasco Community Center,14137 State Road 75,,,Penasco,NM,87553,Taos,,Early Voting,11/1/16,11/4/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Fri 10 AM - 6 PM,,
"""Sandoval County Voting Machine Warehouse""",San Miguel Senior Citizens Center,"MM 70, NM Highway 3",,,Ribera,NM,87560,San Miguel,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Sandoval County Voting Machine Warehouse""",San Miguel Senior Citizens Center,"MM 70, NM Highway 4",,,Ribera,NM,87560,San Miguel,,Early Voting,10/25/16,10/29/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Sandoval County Voting Machine Warehouse""",San Miguel Senior Citizens Center,"MM 70, NM Highway 5",,,Ribera,NM,87560,San Miguel,,Early Voting,11/1/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Sandoval County Administration Building D""",Questa Municipal Hall,2500 Old St Rd 3,,,Questa,NM,87566,Taos,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Sandoval County Administration Building D""",Questa Municipal Hall,2501 Old St Rd 3,,,Questa,NM,87566,Taos,,Early Voting,10/25/16,10/29/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Sandoval County Administration Building D""",Questa Municipal Hall,2502 Old St Rd 3,,,Questa,NM,87566,Taos,,Early Voting,11/1/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Zia Pueblo Community Center""",Ohkay Owingeh Senior Center,217 N. Cross Place,,,Ohkay Owingeh,NM,87566,Taos,,Early Voting,10/22/16,10/22/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Zia Pueblo Community Center""",Ohkay Owingeh Senior Center,218 N. Cross Place,,,Ohkay Owingeh,NM,87566,Taos,,Early Voting,10/25/16,10/29/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Zia Pueblo Community Center""",Ohkay Owingeh Senior Center,219 N. Cross Place,,,Ohkay Owingeh,NM,87566,Taos,,Early Voting,11/1/16,11/5/16,09:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 9 AM - 6 PM,,
"""Cimarron Village Hall""",Taos County Courthouse - Clerk's Office,"105 Albright Street, Suite D",,,Taos,NM,87571,Taos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon - Fri 8 AM - 5 PM, Sat 8 AM - 5 PM",,
"""Cimarron Village Hall""",Taos County Courthouse - Clerk's Office,"106 Albright Street, Suite D",,,Taos,NM,87571,Taos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon - Fri 8 AM - 5 PM, Sat 8 AM - 5 PM",,
"""Cimarron Village Hall""",Taos County Courthouse - Clerk's Office,"107 Albright Street, Suite D",,,Taos,NM,87571,Taos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/22/16,10/22/16,08:00:00-07:00,17:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon - Fri 8 AM - 5 PM, Sat 8 AM - 5 PM",,
"""Cimarron Village Hall""",Taos County Courthouse - Clerk's Office,"108 Albright Street, Suite D",,,Taos,NM,87571,Taos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/24/16,10/28/16,08:00:00-07:00,18:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon - Fri 8 AM - 5 PM, Sat 8 AM - 5 PM",,
"""Cimarron Village Hall""",Taos County Courthouse - Clerk's Office,"109 Albright Street, Suite D",,,Taos,NM,87571,Taos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/29/16,10/29/16,08:00:00-07:00,17:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon - Fri 8 AM - 5 PM, Sat 8 AM - 5 PM",,
"""Cimarron Village Hall""",Taos County Courthouse - Clerk's Office,"110 Albright Street, Suite D",,,Taos,NM,87571,Taos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/31/16,11/4/16,08:00:00-07:00,18:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon - Fri 8 AM - 5 PM, Sat 8 AM - 5 PM",,
"""Cimarron Village Hall""",Taos County Courthouse - Clerk's Office,"111 Albright Street, Suite D",,,Taos,NM,87571,Taos,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,11/5/16,11/5/16,08:00:00-07:00,17:00:00-7:00,"October 11 - October 21 Mon - Fri 8 AM - 5 PM; October 22 - November 5 Mon - Fri 8 AM - 5 PM, Sat 8 AM - 5 PM",,
"""Cochiti Pueblo Community Center""",Old Armory,489 Blueberry Hill Rd,,,Taos,NM,87571,Taos,,Early Voting,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Cochiti Pueblo Community Center""",Old Armory,490 Blueberry Hill Rd,,,Taos,NM,87571,Taos,,Early Voting,10/25/16,10/29/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Cochiti Pueblo Community Center""",Old Armory,491 Blueberry Hill Rd,,,Taos,NM,87571,Taos,,Early Voting,11/1/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 22 - November 5 Tue - Sat 10 AM - 6 PM,,
"""Springer Luna Community College""",Tierra Amarilla Clerk's Office,7 Main Street,,,Tierra Amarilla,NM,87575,Rio Arriba,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,October 11 - October 31 Mon - Fri 8 AM - 5 PM; November 4 Fri 8 AM - 5 PM; November 5 Sat 10 AM - 6 PM,,
"""Springer Luna Community College""",Tierra Amarilla Clerk's Office,8 Main Street,,,Tierra Amarilla,NM,87575,Rio Arriba,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,October 11 - October 31 Mon - Fri 8 AM - 5 PM; November 4 Fri 8 AM - 5 PM; November 5 Sat 10 AM - 6 PM,,
"""Springer Luna Community College""",Tierra Amarilla Clerk's Office,9 Main Street,,,Tierra Amarilla,NM,87575,Rio Arriba,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,October 11 - October 31 Mon - Fri 8 AM - 5 PM; November 4 Fri 8 AM - 5 PM; November 5 Sat 10 AM - 6 PM,,
"""Springer Luna Community College""",Tierra Amarilla Clerk's Office,10 Main Street,,,Tierra Amarilla,NM,87575,Rio Arriba,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/31/16,10/31/16,08:00:00-07:00,17:00:00-7:00,October 11 - October 31 Mon - Fri 8 AM - 5 PM; November 4 Fri 8 AM - 5 PM; November 5 Sat 10 AM - 6 PM,,
"""Springer Luna Community College""",Tierra Amarilla Clerk's Office,11 Main Street,,,Tierra Amarilla,NM,87575,Rio Arriba,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,11/4/16,11/4/16,08:00:00-07:00,17:00:00-7:00,October 11 - October 31 Mon - Fri 8 AM - 5 PM; November 4 Fri 8 AM - 5 PM; November 5 Sat 10 AM - 6 PM,,
"""Springer Luna Community College""",Tierra Amarilla Clerk's Office,12 Main Street,,,Tierra Amarilla,NM,87575,Rio Arriba,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,October 11 - October 31 Mon - Fri 8 AM - 5 PM; November 4 Fri 8 AM - 5 PM; November 5 Sat 10 AM - 6 PM,,
"""Glenwood Community Center""",San Miguel County Clerk's Office,"500 W. National Ave., Ste.113",,,Las Vegas,NM,87701,San Miguel,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Glenwood Community Center""",San Miguel County Clerk's Office,"501 W. National Ave., Ste.113",,,Las Vegas,NM,87701,San Miguel,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Glenwood Community Center""",San Miguel County Clerk's Office,"502 W. National Ave., Ste.113",,,Las Vegas,NM,87701,San Miguel,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Glenwood Community Center""",San Miguel County Clerk's Office,"503 W. National Ave., Ste.113",,,Las Vegas,NM,87701,San Miguel,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Glenwood Community Center""",San Miguel County Clerk's Office,"504 W. National Ave., Ste.113",,,Las Vegas,NM,87701,San Miguel,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Glenwood Community Center""",San Miguel County Clerk's Office,"505 W. National Ave., Ste.113",,,Las Vegas,NM,87701,San Miguel,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 27,10/29/16,10/29/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Glenwood Community Center""",San Miguel County Clerk's Office,"506 W. National Ave., Ste.113",,,Las Vegas,NM,87701,San Miguel,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 28,10/31/16,11/4/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Glenwood Community Center""",San Miguel County Clerk's Office,"507 W. National Ave., Ste.113",,,Las Vegas,NM,87701,San Miguel,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 29,11/5/16,11/5/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Socorro County Clerk's Office""",Angel Fire Village Hall,3388 Mountain View Blvd,,,Angel Fire,NM,87710,Colfax,,Early Voting,10/22/16,10/22/16,08:00:00-07:00,17:00:00-7:00,"Saturday, October 22, 8 AM - 5 PM; Monday, October 24, 8 AM - 5 PM",,
"""Socorro County Clerk's Office""",Angel Fire Village Hall,3389 Mountain View Blvd,,,Angel Fire,NM,87710,Colfax,,Early Voting,10/24/16,10/24/16,08:00:00-07:00,17:00:00-7:00,"Saturday, October 22, 8 AM - 5 PM; Monday, October 24, 8 AM - 5 PM",,
"""Torrance County Clerk's Office""",Cimarron Village Hall,356 E 9th St,,,Cimarron,NM,87714,Colfax,,Early Voting,10/27/16,10/27/16,08:00:00-07:00,17:00:00-7:00,"October 27, Tue, 8 AM - 5 PM",,
"""Sierra County Clerk's Office""",Eagle Nest Community Center,151 Willow Creek Dr,,,Eagle Nest,NM,87718,Colfax,,Early Voting,10/25/16,10/26/16,08:00:00-07:00,17:00:00-7:00,October 25 - October 26 Tue - Wed 8 AM - 5 PM,,
"""Desiderio Community Center""",Mora County Courthouse - Clerk's Office,1 Courthouse Rd. MM 29.5,,,Mora,NM,87732,Mora,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 22,10/11/16,10/14/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Desiderio Community Center""",Mora County Courthouse - Clerk's Office,2 Courthouse Rd. MM 29.5,,,Mora,NM,87732,Mora,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 23,10/15/16,10/15/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Desiderio Community Center""",Mora County Courthouse - Clerk's Office,3 Courthouse Rd. MM 29.5,,,Mora,NM,87732,Mora,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 24,10/17/16,10/21/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Desiderio Community Center""",Mora County Courthouse - Clerk's Office,4 Courthouse Rd. MM 29.5,,,Mora,NM,87732,Mora,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 25,10/22/16,10/22/16,10:00:00-07:00,18:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
"""Desiderio Community Center""",Mora County Courthouse - Clerk's Office,5 Courthouse Rd. MM 29.5,,,Mora,NM,87732,Mora,,Open for in-person absentee voting beginning October 11 and general early voting beginning Oct 26,10/24/16,10/28/16,08:00:00-07:00,17:00:00-7:00,"October 11 - November 5 Mon - Fri 8 AM - 5 PM, Sat 10 AM - 6 PM",,
