name,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
Goreville City Hall,"105 W Collins St, Goreville, IL, 62939",,09:00 AM - 07:00 PM,,ho74212194,false,true,,,,poll23143746
New Simpson Hill School,"95 Tunnel Hill Rd, Tunnel Hill, IL, 62972",,04:00 PM - 07:00 PM,,ho56935540,false,true,,,,poll15888843
Kane County Clerk_  s Office,"719 S Batavia Ave, Geneva, IL, 60134",Bldg B,08:30 AM - 04:30 PM,,ho64005346,false,true,,,,poll19543168
Kane County Clerk_  s Office,"719 S Batavia Ave, Bldg. B, Geneva, IL, 60134",,08:30 AM - 04:30 PM,,ho94923674,false,true,,,,poll70187962
Kane County Branch Court Conference Center,"530 S Randall Rd, St Charles, IL, 60174",,09:00 AM - 05:00 PM,,ho23111059,false,true,,,,poll11928653
Carpentersville Fire Station No. 3,"5000 Sleepy Hollow Rd, Carpentersville, IL, 60110",,09:00 AM - 05:00 PM,,ho79586259,false,true,,,,poll14979808
Gail Borden Library,"270 N Grove Ave, Elgin, IL, 60120",,09:00 AM - 05:00 PM,,ho91860476,false,true,,,,poll30088579
Elgin Township,"729 S McLean Blvd, Elgin, IL, 60123",,09:00 AM - 05:00 PM,,ho78478134,false,true,,,,poll86590346
Campton Community Center,"5N082 Old LaFox Rd, Campton Hills, IL, 60175",,09:00 AM - 03:00 PM,,ho35688253,false,true,,,,poll46587505
City of Batavia,"100 N Island Ave, Batavia, IL, 60510",,09:00 AM - 03:30 PM,,ho37470286,false,true,,,,poll8203237
City of St. Charles,"2 E Main St, St Charles, IL, 60174",,09:00 AM - 03:30 PM,,ho61163341,false,true,,,,poll87088892
Dundee Township,"611 E Main St, East Dundee, IL, 60118",Suite 201,09:00 AM - 03:30 PM,,ho19995707,false,true,,,,poll39447118
Village of Montgomery,"200 N River St, Montgomery, IL, 60538",,09:30 AM - 02:00 PM,,ho83650031,false,true,,,,poll81177436
Village of West Dundee,"102 S Second St, West Dundee, IL, 60118",,09:00 AM - 04:00 PM,,ho53063988,false,true,,,,poll32295236
Del Webb Sun City,"12880 Del Webb Blvd, Huntley, IL, 60142",,10:00 AM - 04:30 PM,,ho12225102,false,true,,,,poll60885794
Ella Johnson Library,"109 S State St., Hampshire, IL, 60140",,12:00 PM - 06:00 PM,,ho6147045,false,true,,,,poll4183773
Sugar Grove Library,"125 S. Municipal Dr, Sugar Grove, IL, 60554",,12:00 PM - 06:00 PM,,ho7167227,false,true,,,,poll21884697
Edgewater by Del Webb,"2554 Edgewater Dr, Elgin, IL, 60124",,10:00 AM - 07:00 PM,,ho11470373,false,true,,,,poll48748819
The Holmstad,"700 W Fabyan Pkwy, Batavia, IL, 60510",,10:00 AM - 03:00 PM,,ho53929713,false,true,,,,poll61850209
Town & Country Library,"320 E North St, Elburn, IL, 60119",,12:00 PM - 07:00 PM,,ho63688498,false,true,,,,poll75502425
Jewel Osco,"652 Kirk Rd, St Charles, IL, 60174",,09:30 AM - 04:30 PM,,ho85410679,false,true,,,,poll70550498
Jewel Osco,"800 N Main St, Elburn, IL, 60119",,09:30 AM - 04:30 PM,,ho22666733,false,true,,,,poll54912777
Cambridge Lakes Community Center,"1125 Wester Blvd, Pingree Grove, IL, 60140",,09:30 AM - 04:30 PM,,ho89033687,false,true,,,,poll27582400
North Aurora Police Department,"200 S Lincolnway St, North Aurora, IL, 60542",,09:30 AM - 04:30 PM,,ho54006991,false,true,,,,poll35828552
Jewel Osco,"1660 Larkin Ave, Elgin, IL, 60123",,09:30 AM - 04:30 PM,,ho75373925,false,true,,,,poll99842906
