ocd-division,County,Location Name,Address 1,Address 2,dirs,city,state,zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,Appointment Phone #,is_subject_to_change,is_drop_box
ocd-division/country:us/state:ca/county:tulare,Tulare County,Registrar of Voters,5951 S. Mooney Blvd,,,Visalia,CA,93277,08:00:00 - 07:00,12:00:00 - 07:00,11/4/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tulare,Tulare County,Registrar of Voters,5951 S. Mooney Blvd,,,Visalia,CA,93277,08:00:00 - 07:00,17:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tulare,Tulare County,Registrar of Voters,5951 S. Mooney Blvd,,,Visalia,CA,93277,07:30:00 - 08:00,17:30:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tuolumne,Tuolumne County,Election Office,2 South Green St,,,Sonora,CA,95370,08:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tuolumne,Tuolumne County,Election Office,2 South Green St,,,Sonora,CA,95370,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tuolumne,Tuolumne County,Election Office,2 South Green St,,,Sonora,CA,95370,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tuolumne,Tuolumne County,Election Office,2 South Green St,,,Sonora,CA,95370,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:tuolumne,Tuolumne County,Election Office,2 South Green St,,,Sonora,CA,95370,09:00:00 - 07:00,13:00:00 - 07:00,11/5/16,11/5/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:ventura,Ventura County,County Clerk-Recorder-Registrar of Voters,"800 S. Victoria Avenue, L-1200",,,Ventura,CA,93009-1200,08:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:ventura,Ventura County,County Clerk-Recorder-Registrar of Voters,"800 S. Victoria Avenue, L-1200",,,Ventura,CA,93009-1200,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:ventura,Ventura County,County Clerk-Recorder-Registrar of Voters,"800 S. Victoria Avenue, L-1200",,,Ventura,CA,93009-1200,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:ventura,Ventura County,County Clerk-Recorder-Registrar of Voters,"800 S. Victoria Avenue, L-1200",,,Ventura,CA,93009-1200,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:ventura,Ventura County,County Clerk-Recorder-Registrar of Voters,"800 S. Victoria Avenue, L-1200",,,Ventura,CA,93009-1200,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:yolo,Yolo County,Yolo County Elections Department,"625 Court Street, Room B-05",,,Woodland,CA,95695,08:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:yolo,Yolo County,Yolo County Elections Department,"625 Court Street, Room B-05",,,Woodland,CA,95695,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:yolo,Yolo County,Yolo County Elections Department,"625 Court Street, Room B-05",,,Woodland,CA,95695,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:yolo,Yolo County,Yolo County Elections Department,"625 Court Street, Room B-05",,,Woodland,CA,95695,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:yolo,Yolo County,Yolo County Elections Department,"625 Court Street, Room B-05",,,Woodland,CA,95695,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,
ocd-division/country:us/state:ca/county:orange,Orange County,Ahaheim Civic Center,"200 S. Anaheim Boulevard, #217",,,Anaheim,CA,92805,08:00:00 - 07:00,17:00:00 - 07:00,10/29/16,11/4/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:orange,Orange County,Ahaheim Civic Center,"200 S. Anaheim Boulevard, #217",,,Anaheim,CA,92805,07:00:00 - 07:00,20:00:00 - 07:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:orange,Orange County,Ahaheim Civic Center,"200 S. Anaheim Boulevard, #217",,,Anaheim,CA,92805,07:00:00 - 08:00,20:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:orange,Orange County,Costa Mesa Neighborhood Community Center (Harper Room),1845 Park Avenue,,,Costa Mesa,CA,92627,08:00:00 - 07:00,17:00:00 - 07:00,10/29/16,11/4/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:orange,Orange County,Costa Mesa Neighborhood Community Center (Harper Room),1845 Park Avenue,,,Costa Mesa,CA,92627,07:00:00 - 07:00,20:00:00 - 07:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:orange,Orange County,Costa Mesa Neighborhood Community Center (Harper Room),1845 Park Avenue,,,Costa Mesa,CA,92627,07:00:00 - 08:00,20:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:orange,Orange County,Irvine Civic Center,1 Civic Center Plaza,,,Irvine,CA,92606,08:00:00 - 07:00,17:00:00 - 07:00,10/30/16,11/4/16,FALSE,FALSE,FALSE,FALSE,TRUE
ocd-division/country:us/state:ca/county:orange,Orange County,Irvine Civic Center,1 Civic Center Plaza,,,Irvine,CA,92606,07:00:00 - 07:00,20:00:00 - 07:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE,TRUE
ocd-division/country:us/state:ca/county:orange,Orange County,Irvine Civic Center,1 Civic Center Plaza,,,Irvine,CA,92606,07:00:00 - 08:00,20:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,TRUE
ocd-division/country:us/state:ca/county:orange,Orange County,Mission Viejo City Hall (Saddleback Room in City Hall building),200 Civic Center,,,Mission Viejo,CA,92691,08:00:00 - 07:00,17:00:00 - 07:00,10/29/16,11/4/16,FALSE,FALSE,FALSE,FALSE,TRUE
ocd-division/country:us/state:ca/county:orange,Orange County,Mission Viejo City Hall (Saddleback Room in City Hall building),200 Civic Center,,,Mission Viejo,CA,92691,07:00:00 - 07:00,20:00:00 - 07:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE,TRUE
ocd-division/country:us/state:ca/county:orange,Orange County,Mission Viejo City Hall (Saddleback Room in City Hall building),200 Civic Center,,,Mission Viejo,CA,92691,07:00:00 - 08:00,20:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,TRUE
ocd-division/country:us/state:ca/county:orange,Orange County,Westminster Branch Library,8180 13th Street,,,Westminster,CA,92683,08:00:00 - 07:00,17:00:00 - 07:00,10/29/16,11/4/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:orange,Orange County,Westminster Branch Library,8180 13th Street,,,Westminster,CA,92683,07:00:00 - 07:00,20:00:00 - 07:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:orange,Orange County,Westminster Branch Library,8180 13th Street,,,Westminster,CA,92683,07:00:00 - 08:00,20:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:orange,Orange County,Orange County Registrar of Voters_Ã‘Ã© Office,1300 S. Grand Avenue,,Building C,Santa Ana,CA,92705,08:00:00 - 07:00,17:00:00 - 07:00,10/29/16,11/4/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:orange,Orange County,Orange County Registrar of Voters_Ã‘Ã© Office,1300 S. Grand Avenue,,Building C,Santa Ana,CA,92705,07:00:00 - 07:00,20:00:00 - 07:00,11/5/16,11/6/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:orange,Orange County,Orange County Registrar of Voters_Ã‘Ã© Office,1300 S. Grand Avenue,,Building C,Santa Ana,CA,92705,07:00:00 - 08:00,20:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:sacramento,Sacramento County,Sacramento County Voter Registration and Elections,7000 65th Street,Suite A,,Sacramento,CA,95823,08:00:00 - 07:00,17:00:00 - 07:00,10/10/16,10/14/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:sacramento,Sacramento County,Sacramento County Voter Registration and Elections,7000 65th Street,Suite A,,Sacramento,CA,95823,08:00:00 - 07:00,17:00:00 - 07:00,10/17/16,10/21/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:sacramento,Sacramento County,Sacramento County Voter Registration and Elections,7000 65th Street,Suite A,,Sacramento,CA,95823,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:sacramento,Sacramento County,Sacramento County Voter Registration and Elections,7000 65th Street,Suite A,,Sacramento,CA,95823,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:sacramento,Sacramento County,Sacramento County Voter Registration and Elections,7000 65th Street,Suite A,,Sacramento,CA,95823,08:00:00 - 08:00,17:00:00 - 08:00,11/7/16,11/7/16,FALSE,FALSE,FALSE,FALSE,FALSE
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,West Covina City Hall,1444 W. Garvey Ave. S,,"Parking: Park in the City Hall parking lot off W. Garvey Ave. S, additional parking available on the top floor of the parking structure. Voting Area: Community Room located on the 1st floor of City Hall.",West Covina ,CA,91790,08:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/30/16,,,,,
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,West Los Angeles College,9000 Overland Ave.,,Parking: Park on Level 2 in the south parking structure located off Albert Vera Dr. Voting Area: Fine Arts Building Room 103 located north of the south parking structure,Culver City,CA,90230,08:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/30/16,,,,,
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,North Hollywood Regional Library,5211 Tujunga Ave.,,"Parking: Park in the library parking lot, additional street parking is available off Tujunga Ave. Voting Area: Library Community Room located inside the library",North Hollywood,CA,91601,08:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/30/16,,,,,
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,El Camino College,16007 Crenshaw Blvd.,,Parking: Park in Lot J off Redondo Beach Blvd. Voting Area: Student Activities Center located north of Lot J,Torrance,CA,90506,08:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/30/16,,,,,
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,Antelope Valley College,3041 W. Ave. K,,Parking: Park in Lot 5 or 6 off Avenue K. Voting Area: Board Room in the Student Services Building (SSB) located behind the large AVC letters,Lancaster,CA,93536,08:00:00 - 07:00,16:00:00 - 07:00,10/29/16,10/30/16,,,,,
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,West Covina City Hall,1444 W. Garvey Ave. S,,"Parking: Park in the City Hall parking lot off W. Garvey Ave. S, additional parking available on the top floor of the parking structure. Voting Area: Community Room located on the 1st floor of City Hall.",West Covina ,CA,91790,08:00:00 - 07:00,16:00:00 - 07:00,11/5/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,West Los Angeles College,9000 Overland Ave.,,Parking: Park on Level 2 in the south parking structure located off Albert Vera Dr. Voting Area: Fine Arts Building Room 103 located north of the south parking structure,Culver City,CA,90230,08:00:00 - 07:00,16:00:00 - 07:00,11/5/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,North Hollywood Regional Library,5211 Tujunga Ave.,,"Parking: Park in the library parking lot, additional street parking is available off Tujunga Ave. Voting Area: Library Community Room located inside the library",North Hollywood,CA,91601,08:00:00 - 07:00,16:00:00 - 07:00,11/5/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,El Camino College,16007 Crenshaw Blvd.,,Parking: Park in Lot J off Redondo Beach Blvd. Voting Area: Student Activities Center located north of Lot J,Torrance,CA,90506,08:00:00 - 07:00,16:00:00 - 07:00,11/5/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:los_angeles,Los Angeles County,Antelope Valley College,3041 W. Ave. K,,Parking: Park in Lot 5 or 6 off Avenue K. Voting Area: Board Room in the Student Services Building (SSB) located behind the large AVC letters,Lancaster,CA,93536,08:00:00 - 07:00,16:00:00 - 07:00,11/5/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:san_luis_obispo,San Luis Obispo County,,1055 Monterey Street,,,San Luis Obispo,CA,93408,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:san_luis_obispo,San Luis Obispo County,,1055 Monterey Street,,,San Luis Obispo,CA,93408,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,,,
ocd-division/country:us/state:ca/county:san_luis_obispo,San Luis Obispo County,,1055 Monterey Street,,,San Luis Obispo,CA,93408,09:00:00 - 07:00,14:00:00 - 07:00,11/5/16,11/6/16,,,,,
ocd-division/country:us/state:ca/county:san_luis_obispo,San Luis Obispo County,,6555 Capistrano Ave,,,Atascadero,CA,93422,07:30:00 - 07:00,16:00:00 - 07:00,10/24/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:san_luis_obispo,San Luis Obispo County,,6555 Capistrano Ave,,,Atascadero,CA,93422,07:30:00 - 07:00,16:00:00 - 07:00,10/31/16,11/4/16,,,,,
ocd-division/country:us/state:ca/county:sutter,Sutter County,,1435 Veterans Memorial Circle,,,Yuba City,CA,95993,08:00:00 - 07:00,17:00:00 - 07:00,10/24/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:sutter,Sutter County,,1435 Veterans Memorial Circle,,,Yuba City,CA,95993,08:00:00 - 07:00,17:00:00 - 07:00,10/31/16,11/4/16,,,,,
ocd-division/country:us/state:ca/county:colusa,Colusa County,,546 Jay Street,,Suite 200,Colusa,CA,95932,08:30:00 - 07:00,16:00:00 - 07:00,10/24/16,10/28/16,,,,,
ocd-division/country:us/state:ca/county:colusa,Colusa County,,546 Jay Street,,Suite 200,Colusa,CA,95932,08:30:00 - 07:00,16:00:00 - 07:00,10/31/16,11/4/16,,,,,
