<<<<<<< HEAD
<<<<<<< HEAD
ocd-division,County,Location Name,Address 1,Address 2,dirs,City,State,Zip,start_time,end_time,start_date,end_date
ocd-division/country:us/state:ga/county:fulton,Fulton County,Adamsville Collier Heights Library,3424 Martin Luther King Jr. Dr.,,,Atlanta,GA,30331,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Welcome All Recreation Center,4255 Will Lee Rd,,,College Park,GA,30349,07:00:00 - 04:00,19:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Welcome All Recreation Center,4255 Will Lee Rd,,,College Park,GA,30349,07:00:00 - 04:00,19:00:00 - 04:00,10/22/16,10/22/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Welcome All Recreation Center,4255 Will Lee Rd,,,College Park,GA,30349,12:00:00 - 04:00,17:00:00 - 04:00,10/23/16,10/23/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Welcome All Recreation Center,4255 Will Lee Rd,,,College Park,GA,30349,07:00:00 - 04:00,19:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Welcome All Recreation Center,4255 Will Lee Rd,,,College Park,GA,30349,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Welcome All Recreation Center,4255 Will Lee Rd,,,College Park,GA,30349,12:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Welcome All Recreation Center,4255 Will Lee Rd,,,College Park,GA,30349,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Roswell Library,2301 Holcomb Bridge Road,,,Roswell,GA,30076,07:00:00 - 04:00,19:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Roswell Library,2301 Holcomb Bridge Road,,,Roswell,GA,30076,07:00:00 - 04:00,19:00:00 - 04:00,10/22/16,10/22/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Roswell Library,2301 Holcomb Bridge Road,,,Roswell,GA,30076,12:00:00 - 04:00,17:00:00 - 04:00,10/23/16,10/23/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Roswell Library,2301 Holcomb Bridge Road,,,Roswell,GA,30076,07:00:00 - 04:00,19:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Roswell Library,2301 Holcomb Bridge Road,,,Roswell,GA,30076,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Roswell Library,2301 Holcomb Bridge Road,,,Roswell,GA,30076,12:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Roswell Library,2301 Holcomb Bridge Road,,,Roswell,GA,30076,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,H.J.C. Bowden Senior Center,2885 Church Street,,,East Point,GA,30344,8:30:00 - 04:00,16:00:00 - 04:00,10/18/16,10/19/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Dorothy C. Benson Senior Center,6500 Venon Woods Dr. NE,,,Sandy Springs,GA,30328,8:30:00 - 04:00,16:00:00 - 04:00,10/19/16,10/20/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Helene S. Mills Senior Center,515 John Wesley Dobbs Ave NE,,,Atlanta,GA,30312,07:00:00 - 04:00,19:00:00 - 04:00,10/22/16,10/22/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Helene S. Mills Senior Center,515 John Wesley Dobbs Ave NE,,,Atlanta,GA,30312,12:00:00 - 04:00,17:00:00 - 04:00,10/23/16,10/23/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Quality Living Services Senior Facility,4001 Danforth Rd SW,,,Atlanta,GA,30331,8:30:00 - 04:00,16:00:00 - 04:00,10/24/16,10/25/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Crabapple Neighborhood Senior Center,12624 Boadwell Rd,,,Alpharetta,GA,30004,8:30:00 - 04:00,16:00:00 - 04:00,10/25/16,10/26/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Roswell Neighborhood Senior Center,1250 Warsaw Rd,,,Roswell,GA,30076,8:30:00 - 04:00,16:00:00 - 04:00,10/27/16,10/28/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,New Horizon Neighborhood Senior Center,745 Orr Street NW,,,Atlanta,GA,30314,8:30:00 - 04:00,16:00:00 - 04:00,11/1/16,11/2/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Harriet G. Darnell Senior Center,677 Fairburn Road NW,,,Atlanta,GA,30331,8:30:00 - 04:00,16:00:00 - 04:00,11/3/16,11/4/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Palmetto Neighborhood Senior Center,510 Turner Ave,,,Palmetto,GA,30268,8:30:00 - 04:00,16:00:00 - 04:00,11/3/16,11/4/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Point Library,2757 Main Street,,,East Point,GA,30344,07:00:00 - 04:00,19:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Point Library,2757 Main Street,,,East Point,GA,30344,07:00:00 - 04:00,19:00:00 - 04:00,10/22/16,10/22/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Point Library,2757 Main Street,,,East Point,GA,30344,12:00:00 - 04:00,17:00:00 - 04:00,10/23/16,10/23/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Point Library,2757 Main Street,,,East Point,GA,30344,07:00:00 - 04:00,19:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Point Library,2757 Main Street,,,East Point,GA,30344,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Point Library,2757 Main Street,,,East Point,GA,30344,12:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,East Point Library,2757 Main Street,,,East Point,GA,30344,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southeast Atlanta Library,1463 Pryor Road,,,Atlanta,GA,30315,07:00:00 - 04:00,19:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southeast Atlanta Library,1463 Pryor Road,,,Atlanta,GA,30315,07:00:00 - 04:00,19:00:00 - 04:00,10/22/16,10/22/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southeast Atlanta Library,1463 Pryor Road,,,Atlanta,GA,30315,12:00:00 - 04:00,17:00:00 - 04:00,10/23/16,10/23/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southeast Atlanta Library,1463 Pryor Road,,,Atlanta,GA,30315,07:00:00 - 04:00,19:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southeast Atlanta Library,1463 Pryor Road,,,Atlanta,GA,30315,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southeast Atlanta Library,1463 Pryor Road,,,Atlanta,GA,30315,12:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southeast Atlanta Library,1463 Pryor Road,,,Atlanta,GA,30315,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Fairburn Library,60 Valley View Drive,,,Fairburn,GA,30213,07:00:00 - 04:00,19:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Fairburn Library,60 Valley View Drive,,,Fairburn,GA,30213,07:00:00 - 04:00,19:00:00 - 04:00,10/22/16,10/22/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Fairburn Library,60 Valley View Drive,,,Fairburn,GA,30213,12:00:00 - 04:00,17:00:00 - 04:00,10/23/16,10/23/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Fairburn Library,60 Valley View Drive,,,Fairburn,GA,30213,07:00:00 - 04:00,19:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Fairburn Library,60 Valley View Drive,,,Fairburn,GA,30213,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Fairburn Library,60 Valley View Drive,,,Fairburn,GA,30213,12:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Fairburn Library,60 Valley View Drive,,,Fairburn,GA,30213,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southwest Arts Center,915 New Hope Rd SW,,,Atlanta,GA,30331,07:00:00 - 04:00,19:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southwest Arts Center,915 New Hope Rd SW,,,Atlanta,GA,30331,07:00:00 - 04:00,19:00:00 - 04:00,10/22/16,10/22/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southwest Arts Center,915 New Hope Rd SW,,,Atlanta,GA,30331,12:00:00 - 04:00,17:00:00 - 04:00,10/23/16,10/23/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southwest Arts Center,915 New Hope Rd SW,,,Atlanta,GA,30331,07:00:00 - 04:00,19:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southwest Arts Center,915 New Hope Rd SW,,,Atlanta,GA,30331,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southwest Arts Center,915 New Hope Rd SW,,,Atlanta,GA,30331,12:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Southwest Arts Center,915 New Hope Rd SW,,,Atlanta,GA,30331,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Wolf Creek Library,3100 Enon Road,,,Atlanta,GA,30331,07:00:00 - 04:00,19:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Wolf Creek Library,3100 Enon Road,,,Atlanta,GA,30331,07:00:00 - 04:00,19:00:00 - 04:00,10/22/16,10/22/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Wolf Creek Library,3100 Enon Road,,,Atlanta,GA,30331,12:00:00 - 04:00,17:00:00 - 04:00,10/23/16,10/23/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Wolf Creek Library,3100 Enon Road,,,Atlanta,GA,30331,07:00:00 - 04:00,19:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Wolf Creek Library,3100 Enon Road,,,Atlanta,GA,30331,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Wolf Creek Library,3100 Enon Road,,,Atlanta,GA,30331,12:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Wolf Creek Library,3100 Enon Road,,,Atlanta,GA,30331,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Georgia Institute of Technology,177 North Ave. NW,,,Atlanta,GA,30332,8:30:00 - 04:00,16:00:00 - 04:00,10/18/16,10/19/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Georgia State University,30 Courtland Street,,,Atlanta,GA,30303,8:30:00 - 04:00,16:00:00 - 04:00,10/24/16,10/25/16
ocd-division/country:us/state:ga/county:fulton,Fulton County,Atlanta Metropolitan State College,1630 Metropolitan Parkway SW,,,Atlanta,GA,30310,8:30:00 - 04:00,16:00:00 - 04:00,11/1/16,11/2/16
ocd-division/country:us/state:ga/county:gilmer,Gilmer County,Registrar's Office,1 Broad St,Ste 107,,Ellijay,GA,30540,08:30:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:gilmer,Gilmer County,Registrar's Office,1 Broad St,Ste 107,,Ellijay,GA,30540,08:30:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:gilmer,Gilmer County,Registrar's Office,1 Broad St,Ste 107,,Ellijay,GA,30540,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:gilmer,Gilmer County,Registrar's Office,1 Broad St,Ste 107,,Ellijay,GA,30540,08:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:glascock,Glascock County,Registrars Office,676 West Main Street,,,Gibson,GA,30810,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:glascock,Glascock County,Registrars Office,676 West Main Street,,,Gibson,GA,30810,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:glascock,Glascock County,Registrars Office,676 West Main Street,,,Gibson,GA,30810,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:glascock,Glascock County,Registrars Office,676 West Main Street,,,Gibson,GA,30810,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:grady,Grady County,Registrars Office,250 North Board Street,,,Cairo,GA,39828,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:grady,Grady County,Registrars Office,250 North Board Street,,,Cairo,GA,39828,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:grady,Grady County,Registrars Office,250 North Board Street,,,Cairo,GA,39828,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:grady,Grady County,Registrars Office,250 North Board Street,,,Cairo,GA,39828,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:greene,Greene County,Greene County Annex,1180 C. Weldon Smith Drive,,,Greensboro,GA,30642,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:greene,Greene County,Greene County Annex,1180 C. Weldon Smith Drive,,,Greensboro,GA,30642,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:greene,Greene County,Greene County Annex,1180 C. Weldon Smith Drive,,,Greensboro,GA,30642,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:greene,Greene County,Greene County Annex,1180 C. Weldon Smith Drive,,,Greensboro,GA,30642,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Voter Registration and Elections Main Office,455 Grayson Highway,Suite 200,,Lawrenceville,GA,30046,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/22/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Voter Registration and Elections Main Office,455 Grayson Highway,Suite 200,,Lawrenceville,GA,30046,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Voter Registration and Elections Main Office,455 Grayson Highway,Suite 200,,Lawrenceville,GA,30046,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Voter Registration and Elections Main Office,455 Grayson Highway,Suite 200,,Lawrenceville,GA,30046,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Dacula Activity Building,2735 Old Auburn Avenue,,,Dacula,GA,30019,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Dacula Activity Building,2735 Old Auburn Avenue,,,Dacula,GA,30019,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,George Pierce Park Community Recreation Center,55 Buford Highway,,,Suwanee,GA,30024,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,George Pierce Park Community Recreation Center,55 Buford Highway,,,Suwanee,GA,30024,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Lucky Shoals Park Community Recreation Center,4651 Britt Road,,,Norcross,GA,30039,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Lucky Shoals Park Community Recreation Center,4651 Britt Road,,,Norcross,GA,30039,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Bogan Park Community Recreation Center,2723 North Bogan Road,,,Buford,GA,30518,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Bogan Park Community Recreation Center,2723 North Bogan Road,,,Buford,GA,30518,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Lenora Park Activity Room,4515 Lenora Church Road,,,Snellville,GA,30078,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Lenora Park Activity Room,4515 Lenora Church Road,,,Snellville,GA,30078,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Mountain Park Activity Building,1063 Rockbridge Road,,,Stone Mountain,GA,30087,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Mountain Park Activity Building,1063 Rockbridge Road,,,Stone Mountain,GA,30087,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Shorty Howell Park Activity Building,2750 Pleasant Hill Road,,,Duluth,GA,30096,07:00:00 - 04:00,19:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:gwinnett,Gwinnett County,Shorty Howell Park Activity Building,2750 Pleasant Hill Road,,,Duluth,GA,30096,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:habersham,Habersham County,Ruby Fulbright Aquatic Center,120 Paul Franklin Road,,,Clarkesville,GA,30523,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:habersham,Habersham County,Office of Elections & Registration,555 Monroe Street,,,Clarkesville,GA,30523,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:habersham,Habersham County,Office of Elections & Registration,555 Monroe Street,,,Clarkesville,GA,30523,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:habersham,Habersham County,Office of Elections & Registration,555 Monroe Street,,,Clarkesville,GA,30523,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:habersham,Habersham County,First Baptist Church of Cornelia,325 Oak Street,,,Cornelia,GA,30531,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:hall,Hall County,Hall County Government Center,2875 Browns Bridge Road,,,Gainesville,GA,30501,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/22/16
ocd-division/country:us/state:ga/county:hall,Hall County,Hall County Government Center,2875 Browns Bridge Road,,,Gainesville,GA,30501,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:hall,Hall County,Hall County Government Center,2875 Browns Bridge Road,,,Gainesville,GA,30501,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:hall,Hall County,Hall County Government Center,2875 Browns Bridge Road,,,Gainesville,GA,30501,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:hall,Hall County,North Hall Community Center,4175 Nopone Road,,,Gainesville,GA,30506,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:hall,Hall County,Spout Springs Library,6488 Spout Springs Road,,,Flowery Branch,GA,30542,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:hall,Hall County,East Hall Community Center,3911 P Davison Road,,,Gainesville,GA,30507,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:haralson,Haralson County,Courthouse,4485 Highway 120,,,Buchanan,GA,30113,09:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/22/16
ocd-division/country:us/state:ga/county:haralson,Haralson County,Courthouse,4485 Highway 120,,,Buchanan,GA,30113,09:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:haralson,Haralson County,Courthouse,4485 Highway 120,,,Buchanan,GA,30113,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:haralson,Haralson County,Courthouse,4485 Highway 120,,,Buchanan,GA,30113,09:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:harris,Harris County,Courthouse Annex,104 North College Street,,,Hamilton,GA,31811,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/22/16
ocd-division/country:us/state:ga/county:harris,Harris County,Courthouse Annex,104 North College Street,,,Hamilton,GA,31811,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:harris,Harris County,Courthouse Annex,104 North College Street,,,Hamilton,GA,31811,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:harris,Harris County,Courthouse Annex,104 North College Street,,,Hamilton,GA,31811,08:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:heard,Heard County,Heard County Courthouse,215 East Court Square,Room #14,,Franklin,GA,30217,08:30:00 - 04:00,17:00:00 - 04:00,10/17/16,10/22/16
ocd-division/country:us/state:ga/county:heard,Heard County,Heard County Courthouse,215 East Court Square,Room #14,,Franklin,GA,30217,08:30:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:heard,Heard County,Heard County Courthouse,215 East Court Square,Room #14,,Franklin,GA,30217,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:heard,Heard County,Heard County Courthouse,215 East Court Square,Room #14,,Franklin,GA,30217,08:30:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:henry,Henry County,Elections and Registration,40 Atlanta St,,,McDonough,GA,30253,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:henry,Henry County,Elections and Registration,40 Atlanta St,,,McDonough,GA,30253,09:00:00 - 04:00,16:00:00 - 04:00,10/22/16,10/22/16
ocd-division/country:us/state:ga/county:henry,Henry County,Elections and Registration,40 Atlanta St,,,McDonough,GA,30253,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:henry,Henry County,Elections and Registration,40 Atlanta St,,,McDonough,GA,30253,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:henry,Henry County,Elections and Registration,40 Atlanta St,,,McDonough,GA,30253,13:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16
ocd-division/country:us/state:ga/county:henry,Henry County,Elections and Registration,40 Atlanta St,,,McDonough,GA,30253,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:henry,Henry County,Fortson Library,61 McDonough St,,,Hampton,GA,30228,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:henry,Henry County,Locust Grove Library,115 MLK Jr. Blvd,,,Locust Grove,GA,30248,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:henry,Henry County,Fairview Library,28 Austin Rd,,,Stockbridge,GA,30281,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:henry,Henry County,Merle Manders Conference Center,111 Davis Rd,,,Stockbridge,GA,30281,07:00:00 - 04:00,19:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:henry,Henry County,Merle Manders Conference Center,111 Davis Rd,,,Stockbridge,GA,30281,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:henry,Henry County,Merle Manders Conference Center,111 Davis Rd,,,Stockbridge,GA,30281,13:00:00 - 04:00,17:00:00 - 04:00,10/30/16,10/30/16
ocd-division/country:us/state:ga/county:henry,Henry County,Merle Manders Conference Center,111 Davis Rd,,,Stockbridge,GA,30281,07:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:houston,Houston County,Board of Elections,801 Main Street,,,Perry,GA,31069,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:houston,Houston County,Board of Elections,801 Main Street,,,Perry,GA,31069,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:houston,Houston County,Board of Elections,801 Main Street,,,Perry,GA,31069,09:00:00 - 04:00,16:00:00 - 04:00,10/29/16,10/29/16
ocd-division/country:us/state:ga/county:houston,Houston County,Board of Elections,801 Main Street,,,Perry,GA,31069,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:houston,Houston County,Central Georgia Technical College,71 Cohen Walker Dr.,,,Warner Robins,GA,31088,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
ocd-division/country:us/state:ga/county:houston,Houston County,Central Georgia Technical College,71 Cohen Walker Dr.,,,Warner Robins,GA,31088,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16
ocd-division/country:us/state:ga/county:houston,Houston County,Central Georgia Technical College,71 Cohen Walker Dr.,,,Warner Robins,GA,31088,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16
ocd-division/country:us/state:ga/county:houston,Houston County,Houston Health Pavilion Conference Center,233 N. Houston Rd,,,Warner Robins,GA,31093,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/21/16
